경영학과	14	12	12	6	36	36	
관광경역학과	14	12	12	6	36	27
무역통상학과	14	12	12	6	36	33
미디어콘텐츠학과	14	12	12	6	36	33	
광고홍보학과	14	12	12	6	36	36
사회복지학과	14	12	12	6	30	27
경찰행정학과	14	12	12	6	36	27
사회체육학과	14	12	12	6	36	27
뷰티헬스학과	14	12	12	6	36	27
기계자동차공학부	14	6	19	6	38	27
미래산업인재학부	14	6	18	6	36	27
건축학과	14	6	18	6	38	48
토목공학과	14	6	18	6	36	27
산업경영공학과	14	6	18	6	36	27
신소재화학공학과	14	6	18	6	36	27
메카트로닉스공학과	14	6	18	6	36	27
전기전자공학과	14	6	18	6	36	27
정보통신소프트웨어학과	14	6	18	6	22	50
컴퓨터공학과	14	6	18	6	36	27
