년도	학기	조직	개설학과(전공)	강좌코드	과목코드	과목명	이수학년	이수구분	분반	학점	수강인원	시간표	강의실	강사명	직급	시수	소속학과	수업구분	수강가능인원	권장학부
2018	2학기	대학	경영학과	80110030201	00302	세무회계	4	전선	01	3	27	월5,화2,3	C603-0	황욱선	부교수	3	경영학과	이론	27	
2018	2학기	대학	경영학과	80110037301	00373	위험관리 및 보험	2	전선	01	3	5	화5,6,7	C603-0	이귀연	시간강사	3	경영학과	이론	40	
2018	2학기	대학	경영학과	80110051001	00510	창업경영론	3	전선	01	3	2	월8,9,목7	C601-0	조진행	부교수	3	경영학과	이론	25	
2018	2학기	대학	경영학과	80110056201	00562	투자론	3	전선	01	3	3	월6,7,화4	C602-0,C208-0	김만술	부교수	3	경영학과	이론	25	
2018	2학기	대학	경영학과	80110060201	00602	화물운송론	3	전선	01	3	2	수6,목2,3	C602-0	홍성욱	부교수	3	경영학과	이론	25	
2018	2학기	대학	경영학과	80110062101	00621	e-비즈니스	3	전선	01	3	2	월6,7,화7	C608-1	박철수	조교수	3	경영학과	이론	25	
2018	2학기	대학	경영학과	80110104801	01048	경제학원론	1	전필	01	3	1	화6,7,목1	C601-0	김상권	부교수	3	경영학과	이론	33	
2018	2학기	대학	경영학과	80110104802	01048	경제학원론	1	전필	02	3		월1,2,화6	C608-1	유오종	교수	3	경영학과	이론	33	
2018	2학기	대학	경영학과	80110114801	01148	인적자원관리	2	전필	01	3		월3,금1,2	C608-1	유오종	교수	3	경영학과	이론	40	
2018	2학기	대학	경영학과	80110114802	01148	인적자원관리	2	전필	02	3	2	화8,9,수1	C608-1	유오종	교수	3	경영학과	이론	40	
2018	2학기	대학	경영학과	80110115201	01152	재무분석	3	전선	01	3	2	화8,9,목6	R412-0,C606-0	김만술	부교수	3	경영학과	이론	25	
2018	2학기	대학	경영학과	80110172001	01720	재무관리	2	전필	01	3	2	목7,8,금3	R412-0,C608-1	김만술	부교수	3	경영학과	이론	40	
2018	2학기	대학	경영학과	80110172002	01720	재무관리	2	전필	02	3	3	월5,목2,3	R412-0,C608-1	김만술	부교수	3	경영학과	이론	40	
2018	2학기	대학	경영학과	80110173101	01731	시사경제경영	1	기선	01	3	2	화8,목2,3	C606-0	김상권	부교수	3	경영학과	이론	40	
2018	2학기	대학	경영학과	80110173102	01731	시사경제경영	1	기선	02	3		화1,2,수1	C606-0	김상권	부교수	3	경영학과	이론	40	
2018	2학기	대학	경영학과	80110191501	01915	경영자료처리	2	기선	01	3	3	금5,6,7	R412-0	박철수	조교수	3	경영학과	실험실습	30	
2018	2학기	대학	경영학과	80110195201	01952	원가관리회계	3	전선	01	3	2	화1,수7,8	C603-0	황욱선	부교수	3	경영학과	이론	25	
2018	2학기	대학	경영학과	80110200801	02008	비즈니스 리더쉽	4	전선	01	3	24	화6,7,목7	C606-0	윤재호	부교수	3	경영학과	이론	27	
2018	2학기	대학	경영학과	80110267201	02672	취업실무(2)	4	전필	01	1	27	목6	C601-0	김양권	조교수	1	경영학과	이론	28	
2018	2학기	대학	경영학과	80110267202	02672	취업실무(2)	4	전필	02	1	27	목6	C602-0	김연행	조교수	1	경영학과	이론	28	
2018	2학기	대학	경영학과	80110270901	02709	전산회계	1	기필	01	3	2	월1,2,3	R412-0	황욱선	부교수	3	경영학과	복합	33	
2018	2학기	대학	경영학과	80110270902	02709	전산회계	1	기필	02	3	1	월7,8,9	R412-0	황욱선	부교수	3	경영학과	복합	33	
2018	2학기	대학	경영학과	80110270903	02709	전산회계	1	기필	03	3	1	목1,2,3	R412-0	황욱선	부교수	3	경영학과	복합	33	
2018	2학기	대학	경영학과	80110271601	02716	기술경영	3	전선	01	3	2	화6,수2,3	C602-0	홍성욱	부교수	3	경영학과	이론	25	
2018	2학기	대학	경영학과	80110271801	02718	마케팅조사론	3	전선	01	3	9	수7,8,목8	C606-0	윤재호	부교수	3	경영학과	이론	25	
2018	2학기	대학	경영학과	80110319901	03199	창의적 사고와 코딩	1	기필	01	3	1	목6,7,8	R412-0	유영관	부교수	3	경영학과	복합	33	
2018	2학기	대학	경영학과	80110319902	03199	창의적 사고와 코딩	1	기필	02	3	1	수2,목1,2	R412-0,C603-0	유오종	교수	3	경영학과	복합	33	
2018	2학기	대학	경영학과	80110319903	03199	창의적 사고와 코딩	1	기필	03	3		목6,7,8	C208-0	박철수	조교수	3	경영학과	복합	33	
2018	2학기	대학	경영학과	80110320201	03202	경영학 세미나	4	전선	01	3	18	수6,7,8	C601-0	김석호	전문초빙교수	3	경영학과	이론	20	
2018	2학기	대학	경영학과	80110320202	03202	경영학 세미나	4	전선	02	3	20	수1,2,3	C601-0	김호대	전문초빙교수	3	경영학과	이론	20	
2018	2학기	대학	경영학과	80110331801	03318	IPP(2)		전선	01	15	7			윤재호	부교수	0	경영학과	실험실습	10	
2018	2학기	대학	경영학과	80110331901	03319	IPP(3)		전선	01	18	2			윤재호	부교수	0	경영학과	실험실습	5	
2018	2학기	대학	무역통상학과	80310010001	00100	국제경영전략	4	전선	01	3	16	금5,6,7	C706-1	신정식	겸임교수	3	무역통상학과	이론	40	
2018	2학기	대학	무역통상학과	80310010301	00103	국제마케팅	3	전필	01	3		수3,4,목6	C702-0	정하은	조교수	3	무역통상학과	이론	35	
2018	2학기	대학	무역통상학과	80310010501	00105	국제물류론	4	전선	01	3	6	화7,목3,4	C202-0	정하은	조교수	3	무역통상학과	이론	40	
2018	2학기	대학	무역통상학과	80310010901	00109	국제통상법	3	전필	01	3		수5,6,목7	C701-0	김은영	교수	3	무역통상학과	이론	35	
2018	2학기	대학	무역통상학과	80310020101	00201	마케팅관리	2	전선	01	3		월2,3,수5	C702-0	정하은	조교수	3	무역통상학과	이론	32	
2018	2학기	대학	무역통상학과	80310021001	00210	무역정보처리론	3	전필	01	3		월2,3,목1	C202-0	서백현	교수	3	무역통상학과	이론	35	
2018	2학기	대학	무역통상학과	80310049301	00493	중국어(2)	2	전선	01	3		금1,2,3	C702-0	김선희	겸임교수	3	무역통상학과	이론	32	
2018	2학기	대학	무역통상학과	80310058101	00581	해상운송론	3	전선	01	3		월5,화2,3	C701-0	서백현	교수	3	무역통상학과	이론	35	
2018	2학기	대학	무역통상학과	80310061001	00610	회계원리	2	전필	01	3	2	월6,7,8	C701-0	김주택	시간강사	3	무역통상학과	이론	32	
2018	2학기	대학	무역통상학과	80310104801	01048	경제학원론	1	기필	01	3	1	수3,4,금4	C702-0,C701-0	김은영	교수	3	무역통상학과	이론	39	
2018	2학기	대학	무역통상학과	80310124901	01249	국제협상론	4	전선	01	3	11	화2,3,목2	C702-0,C701-0	김은영	교수	3	무역통상학과	이론	40	
2018	2학기	대학	무역통상학과	80310167601	01676	기업과 국제환경	1	기필	01	3	3	화5,6,목3	C701-0,C702-0	김은영	교수	3	무역통상학과	이론	39	
2018	2학기	대학	무역통상학과	80310173101	01731	시사경제경영	1	기선	01	3		월7,8,금1	C503-0,C701-0	서백현	교수	3	무역통상학과	이론	39	
2018	2학기	대학	무역통상학과	80310201001	02010	무역중국어	1	기선	01	3	1	금5,6,7	C702-0	김선희	겸임교수	3	무역통상학과	이론	39	
2018	2학기	대학	무역통상학과	80310205101	02051	창업 및 중소기업론	2	전선	01	3		목2,3,금5	C702-0,C701-0	서백현	교수	3	무역통상학과	이론	32	
2018	2학기	대학	무역통상학과	80310267201	02672	취업실무(2)	4	전필	01	1	25	목6	C701-0	김은영	교수	1	무역통상학과	이론	40	
2018	2학기	대학	무역통상학과	80310271701	02717	공급사슬관리	4	전선	01	3	15	금1,2,3	C202-0	신정식	겸임교수	3	무역통상학과	이론	40	
2018	2학기	대학	무역통상학과	80310272801	02728	물류학의 이해	2	전선	01	3		화5,6,수6	C202-0,C702-0	정하은	조교수	3	무역통상학과	이론	32	
2018	2학기	대학	무역통상학과	80310322301	03223	무역학 세미나(2)	4	전선	01	2	6	화5,6	C701-0	서백현	교수	2	무역통상학과	실험실습	40	
2018	2학기	대학	무역통상학과	80310330001	03300	무역현장 연수(2)	4	전선	01	3	14	화9,10,11	C702-0	서백현	교수	3	무역통상학과	실험실습	40	
2018	2학기	대학	무역통상학과	80310330201	03302	인도시장 진출전략	4	전선	01	3	17	월9,10,11	C702-0	서백현	교수	3	무역통상학과	이론	40	
2018	2학기	대학	무역통상학과	80310330301	03303	전자상거래 활용	4	전선	01	2	18			정하은	조교수	2	무역통상학과	복합	40	
2018	2학기	대학	경찰행정학과	82110134901	01349	경찰행정영어(2)	3	전필	01	3	1	월5,6,수2	R408-0	장노순	교수	3	경찰행정학과	이론	30	
2018	2학기	대학	경찰행정학과	82110134902	01349	경찰행정영어(2)	3	전필	02	3	2	월7,8,수3	R408-0	장노순	교수	3	경찰행정학과	이론	30	
2018	2학기	대학	경찰행정학과	82110142601	01426	범죄심리학	2	전선	01	3	1	화8,목2,3	R208-0	남재성	부교수	3	경찰행정학과	이론	50	
2018	2학기	대학	경찰행정학과	82110142801	01428	법학개론	1	기필	01	3	1	월5,6,7	R208-0	최봉영	시간강사	3	경찰행정학과	이론	60	
2018	2학기	대학	경찰행정학과	82110161801	01618	형법각론	2	전필	01	3	1	월5,6,목6	R504-0	이정덕	조교수	3	경찰행정학과	이론	55	
2018	2학기	대학	경찰행정학과	82110201601	02016	형사사법개론	1	기필	01	3	1	화2,3,목6	R208-0	남재성	부교수	3	경찰행정학과	이론	60	
2018	2학기	대학	경찰행정학과	82110202001	02020	행정학	1	기선	01	3		월8,수2,3	R504-0	이정덕	조교수	3	경찰행정학과	이론	60	
2018	2학기	대학	경찰행정학과	82110206101	02061	경찰정책론	3	전선	01	3	2	목6,7,8	R408-0	최종헌	초빙교수	3	경찰행정학과	이론	50	
2018	2학기	대학	경찰행정학과	82110206401	02064	재난관리론	4	전선	01	3	28	목7,8,9	R504-0	이정덕	조교수	3	경찰행정학과	이론	50	
2018	2학기	대학	경찰행정학과	82110206801	02068	형사소송법연습	3	전필	01	3	2	월1,2,3	R208-0	최봉영	시간강사	3	경찰행정학과	이론	60	
2018	2학기	대학	경찰행정학과	82110207301	02073	형사정책론	4	전선	01	3	18	수5,6,7	R208-0	남재성	부교수	3	경찰행정학과	이론	50	
2018	2학기	대학	경찰행정학과	82110236801	02368	무도(2)	1	기선	01	1		금1,2	B101-3	배영대	시간강사	2	경찰행정학과	실험실습	30	
2018	2학기	대학	경찰행정학과	82110236802	02368	무도(2)	1	기선	02	1	1	금3,4	B101-3	배영대	시간강사	2	경찰행정학과	실험실습	30	
2018	2학기	대학	경찰행정학과	82110236901	02369	경찰행정원강	4	전선	01	3	28	목2,3,4	R408-0	장노순	교수	3	경찰행정학과	이론	50	
2018	2학기	대학	경찰행정학과	82110237001	02370	특수범죄론	4	전선	01	3	28	수1,2,3	R303-0	최봉영	시간강사	3	경찰행정학과	이론	50	
2018	2학기	대학	경찰행정학과	82110267001	02670	행정법연습	3	전선	01	3		화8,목2,3	R504-0	이정덕	조교수	3	경찰행정학과	이론	50	
2018	2학기	대학	경찰행정학과	82110267201	02672	취업실무(2)	4	전필	01	1	13	목6	R303-0	이기용	조교수	1	경찰행정학과	이론	30	
2018	2학기	대학	경찰행정학과	82110267202	02672	취업실무(2)	4	전필	02	1	15	목6	R304-0	한양우	조교수	1	경찰행정학과	이론	30	
2018	2학기	대학	경찰행정학과	82110282501	02825	경찰수사론Ⅱ	2	전필	01	3		수2,3,목8	R208-0	남재성	부교수	3	경찰행정학과	이론	55	
2018	2학기	대학	경찰행정학과	82110282601	02826	경찰연구방법론	3	전선	01	3	2	화6,7,수8	R208-0	남재성	부교수	3	경찰행정학과	이론	50	
2018	2학기	대학	경찰행정학과	82110282801	02828	경찰학Ⅱ	2	전필	01	3	1	목7,금2,3	R208-0	남재성	부교수	3	경찰행정학과	이론	55	
2018	2학기	대학	경찰행정학과	82110283601	02836	국가정보학	2	전필	01	3	3	화5,6,7	R504-0	박종재	시간강사	3	경찰행정학과	이론	55	
2018	2학기	대학	경찰행정학과	82110283801	02838	국어Ⅱ	3	전선	01	3	1	수5,6,7	R504-0	고훈	시간강사	3	경찰행정학과	이론	50	
2018	2학기	대학	경찰행정학과	82110289701	02897	정보처리실무	1	기선	01	3	1	월1,2,3	R504-0	배찬두	겸임교수	3	컴퓨터공학과	복합	57	
2018	2학기	대학	경찰행정학과	82110291701	02917	한국사Ⅱ	2	전선	01	3	1	금5,6,7	R408-0	엄찬호	시간강사	3	경찰행정학과	이론	50	
2018	2학기	대학	경찰행정학과	82110311201	03112	관광경찰영어	2	전선	01	3	3	화1,수5,6	R408-0	장노순	교수	3	경찰행정학과	이론	50	
2018	2학기	대학	경찰행정학과	82110311301	03113	신안전안보론	3	전선	01	3	2	화1,2,3	R504-0	박종재	시간강사	3	경찰행정학과	이론	50	
2018	2학기	대학	사회복지학과	82410072301	00723	사회복지개론	1	기필	01	3	1	월2,3,수7	R410-0	오경석	부교수	3	사회복지학과	이론	38	
2018	2학기	대학	사회복지학과	82410072302	00723	사회복지개론	1	기필	02	3	5	월6,7,화3	R410-0	오경석	부교수	3	사회복지학과	이론	38	
2018	2학기	대학	사회복지학과	82410072501	00725	사회복지정책론	3	전필	01	3	1	화5,6,목2	R411-0	장영인	교수	3	사회복지학과	이론	35	
2018	2학기	대학	사회복지학과	82410072502	00725	사회복지정책론	3	전필	02	3		수2,3,목3	R411-0	장영인	교수	3	사회복지학과	이론	35	
2018	2학기	대학	사회복지학과	82410073101	00731	사회복지실천기술론	2	전필	01	3		화7,금2,3	R411-0	김미영	조교수	3	사회복지학과	이론	35	
2018	2학기	대학	사회복지학과	82410073102	00731	사회복지실천기술론	2	전필	02	3		월2,3,금5	R411-0	김미영	조교수	3	사회복지학과	이론	35	
2018	2학기	대학	사회복지학과	82410073201	00732	아동복지론	1	전선	01	3		금1,2,3	R303-0	김소윤	시간강사	3	사회복지학과	이론	35	
2018	2학기	대학	사회복지학과	82410073202	00732	아동복지론	1	전선	02	3		금5,6,7	R303-0	김소윤	시간강사	3	사회복지학과	이론	35	
2018	2학기	대학	사회복지학과	82410073901	00739	청소년복지론	2	전선	01	3		월6,7,수1	R413-0	최경일	부교수	3	사회복지학과	이론	45	
2018	2학기	대학	사회복지학과	82410074101	00741	사회복지행정론	3	전필	01	3		금1,2,3	R503-0	민경연	시간강사	3	사회복지학과	이론	35	
2018	2학기	대학	사회복지학과	82410074102	00741	사회복지행정론	3	전필	02	3	1	금5,6,7	R503-0	민경연	시간강사	3	사회복지학과	이론	35	
2018	2학기	대학	사회복지학과	82410074201	00742	사회복지자료분석론	3	전선	01	3	2	월1,2,3,4	C208-0	최경일	부교수	4	사회복지학과	복합	40	
2018	2학기	대학	사회복지학과	82410074401	00744	장애인복지론	2	전선	01	3	2	목1,2,3	C402-0	김주연	시간강사	3	사회복지학과	이론	45	
2018	2학기	대학	사회복지학과	82410074701	00747	사회복지현장실습	3	전필	01	3	10	화7,8,9,10	R413-0	최경일	부교수	4	사회복지학과	복합	40	
2018	2학기	대학	사회복지학과	82410075101	00751	노인복지론	2	전선	01	3	5	화2,수2,3	R410-0	오경석	부교수	3	사회복지학과	이론	40	
2018	2학기	대학	사회복지학과	82410075701	00757	의료사회사업론	3	전선	01	3	2	월7,8,화3	R411-0	김미영	조교수	3	사회복지학과	이론	40	
2018	2학기	대학	사회복지학과	82410178201	01782	보육과정	2	전선	01	3		금1,2,3	R410-0	안혜랑	겸임교수	3	사회복지학과	이론	35	
2018	2학기	대학	사회복지학과	82410178202	01782	보육과정	2	전선	02	3		금5,6,7	R410-0	안혜랑	겸임교수	3	사회복지학과	이론	35	
2018	2학기	대학	사회복지학과	82410178501	01785	놀이지도	3	전선	01	3		수5,6,7	R413-0	남미정	시간강사	3	사회복지학과	이론	40	
2018	2학기	대학	사회복지학과	82410201801	02018	사회복지봉사	2	기필	01	3	35			김미영	조교수	0	사회복지학과	이론	50	
2018	2학기	대학	사회복지학과	82410209101	02091	보육실습	4	전선	01	3	14			장영인	교수	0	사회복지학과	이론	30	
2018	2학기	대학	사회복지학과	82410220101	02201	사회복지세미나	4	전선	01	3	21	월2,3,목7	R413-0,R411-0	장영인	교수	3	사회복지학과	이론	35	
2018	2학기	대학	사회복지학과	82410246601	02466	정신보건사회복지론	4	전선	01	3	10	월5,목2,3	R410-0,R411-0	김미영	조교수	3	사회복지학과	이론	35	
2018	2학기	대학	사회복지학과	82410246801	02468	사례관리론	3	전선	01	3	2	화1,2,목1	R413-0	최경일	부교수	3	사회복지학과	이론	40	
2018	2학기	대학	사회복지학과	82410267201	02672	취업실무(2)	4	전필	01	1	57	목6	R413-0	조종래	조교수	1	사회복지학과	이론	58	
2018	2학기	대학	사회복지학과	82410285901	02859	보육교사론	4	전선	01	3	18	금1,2,3	R413-0	남미정	시간강사	3	사회복지학과	이론	30	
2018	2학기	대학	사회복지학과	82410288501	02885	영유아교수방법론	3	전선	01	3		목6,7,8	R410-0	안혜랑	겸임교수	3	사회복지학과	이론	40	
2018	2학기	대학	사회복지학과	82410310801	03108	영유아발달	1	전선	01	3		월2,3,4	R303-0	권미자	겸임교수	3	사회복지학과	이론	38	
2018	2학기	대학	사회복지학과	82410310802	03108	영유아발달	1	전선	02	3	3	월6,7,8	R303-0	권미자	겸임교수	3	사회복지학과	이론	38	
2018	2학기	대학	사회복지학과	82410310901	03109	언어지도	4	전선	01	3	15	금5,6,7	R413-0	남미정	시간강사	3	사회복지학과	이론	30	
2018	2학기	대학	사회체육학과	82510179301	01793	운동역학	1	기선	01	3		화6,7,8	C307-0	김알찬	시간강사	3	사회체육학과	이론	55	
2018	2학기	대학	사회체육학과	82510180201	01802	스포츠맛사지	2	전선	01	2		월2,3,4	C308-0	이창영	초빙교수	3	사회체육학과	복합	55	
2018	2학기	대학	사회체육학과	82510180401	01804	태권도	2	전선	01	2		목6,7,8	B101-3	석부길	조교수	3	뷰티헬스학과	복합	55	
2018	2학기	대학	사회체육학과	82510181701	01817	웨이트트레이닝	3	전선	01	2		수6,7,8	B112-0	조정환	시간강사	3	사회체육학과	복합	45	
2018	2학기	대학	사회체육학과	82510182201	01822	농구	2	전선	01	2		목2,3,4	B101-1	장호중	조교수	3	사회체육학과	복합	55	
2018	2학기	대학	사회체육학과	82510221701	02217	스포츠심리학	1	전필	01	3		화9,목6,7	C308-0,C303-0	안명식	조교수	3	사회체육학과	이론	55	
2018	2학기	대학	사회체육학과	82510222001	02220	운동생리학	2	기선	01	3		화6,7,8	C308-0	이창영	초빙교수	3	사회체육학과	이론	55	
2018	2학기	대학	사회체육학과	82510228201	02282	체조	1	기필	01	3		수2,3,4	B101-2	장호중	조교수	3	사회체육학과	복합	55	
2018	2학기	대학	사회체육학과	82510228901	02289	생활체육지도론	3	전필	01	3		화2,3,4	C303-0	신현규	시간강사	3	사회체육학과	이론	45	
2018	2학기	대학	사회체육학과	82510229901	02299	스포츠영양학	4	전선	01	3	12	화2,3,4	C308-0	김알찬	시간강사	3	사회체육학과	이론	45	
2018	2학기	대학	사회체육학과	82510246901	02469	탁구	4	전선	01	2	18	수6,7,8	B101-1	장호중	조교수	3	사회체육학과	복합	45	
2018	2학기	대학	사회체육학과	82510252601	02526	동계스포츠(1)	1	전선	01	2		금2,3,4	C308-0	장호중	조교수	3	사회체육학과	복합	55	
2018	2학기	대학	사회체육학과	82510252701	02527	동계스포츠(2)	2	전선	01	2		수6,7,8	C303-0	석부길	조교수	3	뷰티헬스학과	복합	55	
2018	2학기	대학	사회체육학과	82510255901	02559	구급 및 안전	3	전선	01	2	1	수2,3,4	C303-0	신현규	시간강사	3	사회체육학과	복합	45	
2018	2학기	대학	사회체육학과	82510267201	02672	취업실무(2)	4	전필	01	1	27	목5	C303-0	장호중	조교수	1	사회체육학과	이론	45	
2018	2학기	대학	사회체육학과	82510275601	02756	스포츠미디어	4	전선	01	3	13	목2,3,4	C303-0	김도훈	시간강사	3	사회체육학과	이론	45	
2018	2학기	대학	사회체육학과	82510275801	02758	스포츠상해 및 테이핑	3	전선	01	3		월6,7,8	C308-0	이창영	초빙교수	3	사회체육학과	이론	45	
2018	2학기	대학	사회체육학과	82510276001	02760	라인댄스	2	전선	01	2		화2,3,4	B101-1	안명식	조교수	3	사회체육학과	복합	55	
2018	2학기	대학	사회체육학과	82510276301	02763	스포츠관광	3	전필	01	3		수9,목6,7	C303-0,C308-0	장호중	조교수	3	사회체육학과	이론	45	
2018	2학기	대학	사회체육학과	82510276501	02765	전공연계봉사-스포츠	3	전선	01	1		월2,3	C303-0	안명식	조교수	2	사회체육학과	실험실습	45	
2018	2학기	대학	사회체육학과	82510276601	02766	스포츠와 법	4	전선	01	3	21	화6,7,8	C303-0	신현규	시간강사	3	사회체육학과	이론	45	
2018	2학기	대학	사회체육학과	82510276701	02767	스포츠행정, 경영론	2	전필	01	3	3	수2,3,4	C308-0	조정환	시간강사	3	사회체육학과	이론	55	
2018	2학기	대학	사회체육학과	82510276901	02769	스포츠원리	1	기필	01	3		월9,화2,3	C303-0,C307-0	장호중	조교수	3	사회체육학과	이론	55	
2018	2학기	대학	사회체육학과	82510278001	02780	스포츠이벤트기획론	4	전필	01	3	26	월6,7,수9	C303-0	안명식	조교수	3	사회체육학과	이론	45	
2018	2학기	대학	사회체육학과	82510287901	02879	아웃도어 스포츠	4	전선	01	3	24	금1,2,3,4	C303-0	안명식	조교수	4	사회체육학과	복합	45	
2018	2학기	대학	사회체육학과	82510291501	02915	피트니스 댄스	3	전선	01	2		화6,7,8	B101-1	안명식	조교수	3	사회체육학과	복합	45	
2018	2학기	대학	관광경영학과	82610004901	00049	경영학원론	1	기필	01	3		월2,목1,2	C705-0,C605-0	송창룡	부교수	3	관광경영학과	이론	25	
2018	2학기	대학	관광경영학과	82610004902	00049	경영학원론	1	기필	02	3	1	월1,화3,4	C706-1,C605-0	송창룡	부교수	3	관광경영학과	이론	1	
2018	2학기	대학	관광경영학과	82610135101	01351	골프(2)	3	전선	01	3		화1,2,3,4	B103-0	신진호	시간강사	4	관광경영학과	복합	25	
2018	2학기	대학	관광경영학과	82610135102	01351	골프(2)	3	전선	02	3	1	화6,7,8,9	B103-0	신진호	시간강사	4	관광경영학과	복합	25	
2018	2학기	대학	관광경영학과	82610172901	01729	경영통계학	2	전선	01	3	1	화1,목1,2	C208-0,C202-0	민정기	조교수	3	관광경영학과	이론	0	
2018	2학기	대학	관광경영학과	82610173101	01731	시사경제경영	1	기선	01	3	1	월5,6,수3	C706-1,C705-0	송창룡	부교수	3	관광경영학과	이론	1	
2018	2학기	대학	관광경영학과	82610174201	01742	관광정보시스템	3	전선	01	3	3	월5,6,화2,3	C202-0	민정기	조교수	4	관광경영학과	복합	20	
2018	2학기	대학	관광경영학과	82610200801	02008	비즈니스 리더쉽	3	전선	01	3	6	수5,6,목4	C301-0,C706-1	오평석	부교수	3	관광경영학과	이론	20	
2018	2학기	대학	관광경영학과	82610235501	02355	호텔관광마케팅	3	전필	01	3	1	월1,2,3	C302-1	배준호	조교수	3	관광경영학과	이론	25	
2018	2학기	대학	관광경영학과	82610235502	02355	호텔관광마케팅	3	전필	02	3	2	금1,2,3	C705-0	배준호	조교수	3	관광경영학과	이론	25	
2018	2학기	대학	관광경영학과	82610267101	02671	취업실무(1)	4	전필	01	1	8	목5	R310-0	민정기	조교수	1	관광경영학과	이론	30	
2018	2학기	대학	관광경영학과	82610267201	02672	취업실무(2)	4	전필	01	1	32	목6	R310-0	민정기	조교수	1	관광경영학과	이론	50	
2018	2학기	대학	관광경영학과	82610267701	02677	관광교재 연구 및 지도법	3	전선	01	3	2	목7,8,9	R111-0	정은선	조교수	3	교직과정부	이론	20	
2018	2학기	대학	관광경영학과	82610272101	02721	식음료경영실무	1	전필	01	3	2	화1,2,3,4	C302-1	배준호	조교수	4	관광경영학과	복합	2	
2018	2학기	대학	관광경영학과	82610272102	02721	식음료경영실무	1	전필	02	3	1	목1,2,3,4	C302-2	배준호	조교수	4	관광경영학과	복합	1	
2018	2학기	대학	관광경영학과	82610296301	02963	글로벌리조트 경영론	3	전선	01	3	1	목1,2,3	C706-1	이상봉	겸임교수	3	관광경영학과	이론	20	
2018	2학기	대학	관광경영학과	82610301901	03019	관광기초영어	1	기필	01	3	1	월1,화6,7	C706-1	오평석	부교수	3	관광경영학과	이론	1	
2018	2학기	대학	관광경영학과	82610301902	03019	관광기초영어	1	기필	02	3		월2,화1,2	C706-1	오평석	부교수	3	관광경영학과	이론	0	
2018	2학기	대학	관광경영학과	82610302101	03021	관광소비자행동론	2	전필	01	3	2	월5,화3,4	C705-0	류시영	조교수	3	관광경영학과	이론	1	
2018	2학기	대학	관광경영학과	82610302102	03021	관광소비자행동론	2	전필	02	3		월6,화1,2	C705-0	류시영	조교수	3	관광경영학과	이론	0	
2018	2학기	대학	관광경영학과	82610302401	03024	관광실무일어	2	전선	01	3		월2,3,4	C705-0	한기장	시간강사	3	관광경영학과	이론	0	
2018	2학기	대학	관광경영학과	82610302501	03025	관광실무중국어	2	전선	01	3	4	화6,7,8	C705-0	김민서	시간강사	3	관광경영학과	이론	3	
2018	2학기	대학	관광경영학과	82610302701	03027	관광산업세미나	4	전선	01	3	8	월2,목2,3	C701-0,C301-0	류시영	조교수	3	관광경영학과	이론	20	
2018	2학기	대학	관광경영학과	82610302901	03029	관광법규 및 정책	4	전선	01	3	11	월3,수2,3	C706-1,C301-0	오평석	부교수	3	관광경영학과	이론	20	
2018	2학기	대학	관광경영학과	82610310101	03101	호텔관광서비스론	2	전필	01	3	1	수5,6,목3	C705-0	송창룡	부교수	3	관광경영학과	이론	1	
2018	2학기	대학	관광경영학과	82610310102	03101	호텔관광서비스론	2	전필	02	3		목6,7,8	C706-1	이은철	시간강사	3	관광경영학과	이론	0	
2018	2학기	대학	관광경영학과	82610310301	03103	관광개발론	3	전필	01	3	1	수1,2,3	C706-1	박용순	시간강사	3	관광경영학과	이론	20	
2018	2학기	대학	관광경영학과	82610310302	03103	관광개발론	3	전필	02	3	3	금1,2,3	C706-1	류시영	조교수	3	관광경영학과	이론	30	
2018	2학기	대학	관광경영학과	82610310401	03104	산업체현장실습	4	전선	01	3	15	월5,6,7,8	C302-1	배준호	조교수	4	관광경영학과	복합	20	
2018	2학기	대학	관광경영학과	82610320401	03204	관광 스타트업 아이디어	2	전선	01	3	1	수1,2,3,4	C302-1	신현식	겸임교수	4	관광경영학과	복합	1	
2018	2학기	대학	관광경영학과	82610320402	03204	관광 스타트업 아이디어	2	전선	02	3		금5,6,7,8	C302-1	이상봉	겸임교수	4	관광경영학과	복합	0	
2018	2학기	대학	관광경영학과	82610331801	03318	IPP(2)		전선	01	15				배준호	조교수	0	관광경영학과	실험실습	5	
2018	2학기	대학	광고영상미디어학과	82710078101	00781	구성작가론	3	전선	01	3	2	목1,2,3	L209-0	이윤수	시간강사	3	광고영상미디어학과	이론	35	
2018	2학기	대학	광고영상미디어학과	82710114401	01144	컴퓨터그래픽스(2)	1	기선	01	3		월7,8,9	L209-0	이민아	조교수	3	광고영상미디어학과	복합	30	
2018	2학기	대학	광고영상미디어학과	82710114402	01144	컴퓨터그래픽스(2)	1	기선	02	3		화6,7,8	L209-0	이민아	조교수	3	광고영상미디어학과	복합	30	
2018	2학기	대학	광고영상미디어학과	82710120901	01209	방송기획과 제작	3	전필	01	3	4	수5,6,7	R405-0	김용규	시간강사	3	광고영상미디어학과	이론	40	
2018	2학기	대학	광고영상미디어학과	82710121101	01211	매체아이템의 기획과 편집	3	전선	01	3	5	금5,6,7	R404-0	최기준	시간강사	3	광고영상미디어학과	이론	40	
2018	2학기	대학	광고영상미디어학과	82710131201	01312	웹디자인(2)	3	전선	01	3	1	월1,2,3,4	L209-0	주영숙	시간강사	4	광고영상미디어학과	복합	35	
