년도	학기	조직	개설학과(전공)	강좌코드	과목코드	과목명	이수학년	이수구분	분반	학점	수강인원	시간표	강의실	강사명	직급	시수	소속학과	수업구분	수강가능인원	권장학부
2018	2학기	대학	광고영상미디어학과	82710132101	01321	음향편집	2	전선	01	3	3	금1,2,3,4	L209-0	김소영	시간강사	4	광고영상미디어학과	복합	35	
2018	2학기	대학	광고영상미디어학과	82710172201	01722	문화산업론	2	전필	01	3	1	금6,7,8	R313-0	김선영	시간강사	3	광고영상미디어학과	이론	65	
2018	2학기	대학	광고영상미디어학과	82710197001	01970	크리에이티브 발상법	2	전필	01	3	1	수1,2,3	R404-0	최은섭	부교수	3	광고영상미디어학과	복합	65	
2018	2학기	대학	광고영상미디어학과	82710197002	01970	크리에이티브 발상법	2	전필	02	3		목1,2,3	R404-0	최은섭	부교수	3	광고영상미디어학과	복합	65	
2018	2학기	대학	광고영상미디어학과	82710197801	01978	광고홍보 조사론	3	전필	01	3	2	수1,2,3	R403-0	황휘	시간강사	3	광고영상미디어학과	이론	40	
2018	2학기	대학	광고영상미디어학과	82710201101	02011	문화콘텐츠마케팅론	3	전필	01	3	2	금1,2,3	R404-0	김선영	시간강사	3	광고영상미디어학과	이론	45	
2018	2학기	대학	광고영상미디어학과	82710236301	02363	멀티미디어콘텐츠 워크숍	4	전선	01	3	27	금1,2,3,4	R409-0	김종하	조교수	4	광고영상미디어학과	복합	35	
2018	2학기	대학	광고영상미디어학과	82710246401	02464	포트폴리오작성법	4	전선	01	3	9	월5,6,7,8	R404-0	최은섭	부교수	4	광고영상미디어학과	복합	35	
2018	2학기	대학	광고영상미디어학과	82710248401	02484	웹디자인 실습	3	전선	01	3	5	월1,2,3,4	C201-0	김혜경	시간강사	4	광고영상미디어학과	복합	35	
2018	2학기	대학	광고영상미디어학과	82710251701	02517	브랜드 관리론	3	전선	01	3						3		이론	45	
2018	2학기	대학	광고영상미디어학과	82710261901	02619	BTL광고이론 및 실습	3	전선	01	3	1	화1,2,3,4	L209-0	유인하	조교수	4	광고영상미디어학과	복합	35	
2018	2학기	대학	광고영상미디어학과	82710262001	02620	이벤트프로모션실습	4	전선	01	3	12	목7,8,9,10	R404-0	유인하	조교수	4	광고영상미디어학과	복합	35	
2018	2학기	대학	광고영상미디어학과	82710267201	02672	취업실무(2)	4	전필	01	1	17	목6	R403-0	고재현	조교수	1	광고영상미디어학과	이론	75	
2018	2학기	대학	광고영상미디어학과	82710267202	02672	취업실무(2)	4	전필	02	1	22	목6	N115-0	지영서	조교수	1	광고영상미디어학과	이론	75	
2018	2학기	대학	광고영상미디어학과	82710274801	02748	현장기획과 작문	3	전선	01	3	2	화1,2,3	R403-0	최성민	시간강사	3	광고영상미디어학과	이론	45	
2018	2학기	대학	광고영상미디어학과	82710275401	02754	뉴미디어 광고실습	3	전필	01	3	1	수5,6,7	L209-0	황휘	시간강사	4	광고영상미디어학과	복합	35	
2018	2학기	대학	광고영상미디어학과	82710278101	02781	Virtual Company(1) 	3	전필	01	3		목8,9,10,11	R409-0	이성욱	조교수	4	광고영상미디어학과	복합	45	
2018	2학기	대학	광고영상미디어학과	82710290101	02901	지역공공PR	3	전선	01	3	1	월6,화5,6	R405-0	박현정	시간강사	3	광고영상미디어학과	이론	40	
2018	2학기	대학	광고영상미디어학과	82710292801	02928	PR의 이해	1	기필	01	3		월1,2,3	R403-0	박혜영	시간강사	3	광고영상미디어학과	이론	69	
2018	2학기	대학	광고영상미디어학과	82710292802	02928	PR의 이해	1	기필	02	3		월4,5,6	R403-0	박혜영	시간강사	3	광고영상미디어학과	이론	69	
2018	2학기	대학	광고영상미디어학과	82710292901	02929	PR작문	2	전선	01	3		월2,3,4,5	R405-0	박현정	시간강사	4	광고영상미디어학과	복합	72	
2018	2학기	대학	광고영상미디어학과	82710296801	02968	문화관광 콘텐츠 개발	4	전선	01	3	27	목2,3,4	R403-0	이욱열	전문초빙교수	3	광고영상미디어학과	이론	40	
2018	2학기	대학	광고영상미디어학과	82710303301	03033	콘텐츠 스토리텔링과 스토리텔러	4	전선	01	3	21	화2,3,목5	R404-0,N116-0	지영서	조교수	3	광고영상미디어학과	이론	35	
2018	2학기	대학	광고영상미디어학과	82710303401	03034	문화콘텐츠의 이해	1	기필	01	3	1	금2,3,4	R403-0	정수희	시간강사	3	광고영상미디어학과	이론	69	
2018	2학기	대학	광고영상미디어학과	82710303402	03034	문화콘텐츠의 이해	1	기필	02	3		금6,7,8	R403-0	정수희	시간강사	3	광고영상미디어학과	이론	69	
2018	2학기	대학	광고영상미디어학과	82710303501	03035	도시브랜드와 문화콘텐츠	3	전필	01	3	2	목5,6,7	S229-0	이윤수	시간강사	3	광고영상미디어학과	이론	45	
2018	2학기	대학	광고영상미디어학과	82710318901	03189	LINC+(2)	3	전필	01	3		목8,9,10	R403-0	김종하	조교수	3	광고영상미디어학과	복합	10	
2018	2학기	대학	광고영상미디어학과	82710319101	03191	LINC+(4)	4	전필	01	3	11	화6,7,8	R404-0	최은섭	부교수	3	광고영상미디어학과	복합	30	
2018	2학기	대학	광고영상미디어학과	82710324101	03241	광고콘텐츠디자인	2	전선	01	3		수6,7,8,9	C208-0	유인하	조교수	4	광고영상미디어학과	복합	35	
2018	2학기	대학	광고영상미디어학과	82710324201	03242	촬영실습	2	전선	01	3		화6,7,8,9	R409-0	이성욱	조교수	4	광고영상미디어학과	복합	40	
2018	2학기	대학	광고영상미디어학과	82710324301	03243	모션그래픽스(1)	2	전선	01	3	1	목6,7,8,9	L209-0	이민아	조교수	4	광고영상미디어학과	복합	35	
2018	2학기	대학	광고영상미디어학과	82710324401	03244	미디어 커뮤니케이션	1	기필	01	3		수6,7,목6	R404-0	김종하	조교수	3	광고영상미디어학과	이론	69	
2018	2학기	대학	광고영상미디어학과	82710324402	03244	미디어 커뮤니케이션	1	기필	02	3	1	수6,7,8	R403-0	채정화	시간강사	3	광고영상미디어학과	이론	69	
2018	2학기	대학	광고영상미디어학과	82710324501	03245	영상과 사운드	1	전선	01	3	1	목1,2,3	R409-0	이성욱	조교수	3	광고영상미디어학과	이론	69	
2018	2학기	대학	광고영상미디어학과	82710324502	03245	영상과 사운드	1	전선	02	3	2	목1,2,3	R405-0	이강호	겸임교수	3	광고영상미디어학과	이론	69	
2018	2학기	대학	뷰티헬스학과	82840183101	01831	헤어미용	1	기선	01	3		화6,7,8,9	R401-0	박용	부교수	4	뷰티헬스학과	복합	30	
2018	2학기	대학	뷰티헬스학과	82840183501	01835	모발과학	2	전필	01	3		목7,금1,2	R406-0,R401-0	박용	부교수	3	뷰티헬스학과	이론	40	
2018	2학기	대학	뷰티헬스학과	82840184001	01840	뷰티일러스트레이션	3	전선	01	2	3	수2,3,4	R301-0	김희선	겸임교수	3	뷰티헬스학과	복합	40	
2018	2학기	대학	뷰티헬스학과	82840184101	01841	화장품학	3	전필	01	2		화6,7	R406-0	이승자	조교수	2	뷰티헬스학과	이론	40	
2018	2학기	대학	뷰티헬스학과	82840208601	02086	토탈메이크업	4	전선	01	2	9	목6,7,8,9	R301-0	임정미	조교수	3	뷰티헬스학과	복합	40	
2018	2학기	대학	뷰티헬스학과	82840219301	02193	실무에스테틱	4	전선	01	3	13	화6,7,8,9	R501-0	류지영	시간강사	4	뷰티헬스학과	복합	40	
2018	2학기	대학	뷰티헬스학과	82840219901	02199	토탈헤어	4	전선	01	2	6	월2,3,4	R401-0	박용	부교수	3	뷰티헬스학과	복합	40	
2018	2학기	대학	뷰티헬스학과	82840237901	02379	기초퍼머넌트	2	전필	01	3		수1,2,3,4	R401-0	이하나	겸임교수	4	뷰티헬스학과	복합	50	
2018	2학기	대학	뷰티헬스학과	82840237902	02379	기초퍼머넌트	2	전필	02	3		월6,7,8,9	R401-0	박용	부교수	4	뷰티헬스학과	복합	50	
2018	2학기	대학	뷰티헬스학과	82840238201	02382	응용퍼머넌트	3	전선	01	3		수5,6,7,8	R401-0	이하나	겸임교수	4	뷰티헬스학과	복합	40	
2018	2학기	대학	뷰티헬스학과	82840253601	02536	헤어컬러디자인	3	전선	01	3		목1,2,3,4	R401-0	박용	부교수	4	뷰티헬스학과	복합	40	
2018	2학기	대학	뷰티헬스학과	82840267201	02672	취업실무(2)	4	전필	01	1	20	목4	R406-0	석부길	조교수	1	뷰티헬스학과	이론	40	
2018	2학기	대학	뷰티헬스학과	82840277101	02771	바디트리트먼트	1	전필	01	3		목1,2,3,4	R501-0	이승자	조교수	4	뷰티헬스학과	복합	50	
2018	2학기	대학	뷰티헬스학과	82840277102	02771	바디트리트먼트	1	전필	02	3		금1,2,3,4	R501-0	이승자	조교수	4	뷰티헬스학과	복합	50	
2018	2학기	대학	뷰티헬스학과	82840277401	02774	발반사학	2	전필	01	3		월6,7,8,9	R501-0	이승자	조교수	4	뷰티헬스학과	복합	50	
2018	2학기	대학	뷰티헬스학과	82840277402	02774	발반사학	2	전필	02	3		월1,2,3,4	R501-0	이승자	조교수	4	뷰티헬스학과	복합	50	
2018	2학기	대학	뷰티헬스학과	82840277501	02775	전공연계봉사-미용	2	전선	01	1	1	금4,5	R406-0	임정미	조교수	2	뷰티헬스학과	실험실습	35	
2018	2학기	대학	뷰티헬스학과	82840288101	02881	에어브러시메이크업	2	전선	01	3		목1,2,3,4	R301-0	임정미	조교수	4	뷰티헬스학과	복합	40	
2018	2학기	대학	뷰티헬스학과	82840311801	03118	생리해부학	1	기필	01	3		화2,3,4	R406-0	류지영	시간강사	3	뷰티헬스학과	이론	50	
2018	2학기	대학	뷰티헬스학과	82840312001	03120	네일미용	2	전필	01	3	3	화1,2,3,4	R401-0	유숙희	시간강사	4	뷰티헬스학과	복합	50	
2018	2학기	대학	뷰티헬스학과	82840312002	03120	네일미용	2	전필	02	3		화6,7,8,9	R301-0	유숙희	시간강사	4	뷰티헬스학과	복합	50	
2018	2학기	대학	뷰티헬스학과	82840320901	03209	뷰티헬스산업조사론	3	전선	01	3	1	월5,6,7,8	R406-0	석부길	조교수	4	뷰티헬스학과	복합	40	
2018	2학기	대학	뷰티헬스학과	82840321001	03210	비만 및 건강관리	3	전선	01	2		월2,3	R406-0	석부길	조교수	2	뷰티헬스학과	이론	40	
2018	2학기	대학	뷰티헬스학과	82840321201	03212	뷰티헬스현장실습	4	전선	01	2		금4,5,6	R401-0	석부길	조교수	3	뷰티헬스학과	복합	40	
2018	2학기	대학	뷰티헬스학과	82840321301	03213	스포츠마사지 및 테이핑	4	전선	01	3	11	화1,2,3,4	R501-0	석부길	조교수	4	뷰티헬스학과	복합	40	
2018	2학기	대학	뷰티헬스학과	82840321401	03214	피부미용기기관리학	3	전선	01	2	1	목6,7,8	R501-0	김두아	시간강사	3	뷰티헬스학과	복합	40	
2018	2학기	대학	뷰티헬스학과	82840321501	03215	패션메이크업	1	기선	01	3		월1,2,3,4	R301-0	임정미	조교수	4	뷰티헬스학과	복합	30	
2018	2학기	대학	뷰티헬스학과	82840321601	03216	퍼스널컬러 이미지메이크업	2	전선	01	2	1	수7,8,9	R301-0	김희선	겸임교수	3	뷰티헬스학과	복합	40	
2018	2학기	대학	뷰티헬스학과	82840321901	03219	무대 및 특수분장	3	전필	01	3	3	화1,2,3,4	R301-0	임정미	조교수	4	뷰티헬스학과	복합	40	
2018	2학기	대학	교양과정부	59950006101	00061	고급시사영어(2)	0	교선	01	3	8	월2,3,4	R311-0	신소나	조교수	3	교양과정부	복합	30	
2018	2학기	대학	교양과정부	59950016401	00164	대학과 사회봉사	0	교선	01	1	16	목2,3	R308-0	석부길	조교수	2	뷰티헬스학과	실험실습	40	
2018	2학기	대학	교양과정부	59950023401	00234	미술의 이해	0	교선	01	3	36	수2,3,4	R313-0	박장민	시간강사	3	교양과정부	이론	80	
2018	2학기	대학	교양과정부	59950024601	00246	법률의 이해	0	교선	01	3	14	화5,6,7	R209-0	이정덕	조교수	3	경찰행정학과	이론	50	
2018	2학기	대학	교양과정부	59950028501	00285	서양사의 이해	0	교선	01	3	24	화5,6,7	R305-0	강남수	조교수	3	교양과정부	이론	50	
2018	2학기	대학	교양과정부	59950028502	00285	서양사의 이해	0	교선	02	3	4	목5,6,7	R305-0	강남수	조교수	3	교양과정부	이론	50	
2018	2학기	대학	교양과정부	59950034401	00344	연극의 이해	0	교선	01	3	21	월5,6,7	S229-0	김종호	시간강사	3	교양과정부	복합	80	
2018	2학기	대학	교양과정부	59950035601	00356	영어듣기와 발음연습(2)	0	교선	01	1	30	목4	R308-0	안토니	조교수	1	교양과정부	이론	30	
2018	2학기	대학	교양과정부	59950035602	00356	영어듣기와 발음연습(2)	0	교선	02	1		금3	R308-0	안토니	조교수	1	교양과정부	이론	30	
2018	2학기	대학	교양과정부	59950035801	00358	영어회화(2)	1	교필	01	1		수3,4	R103-0	데이비드	조교수	2	교양과정부	이론	30	경영학과
2018	2학기	대학	교양과정부	59950035802	00358	영어회화(2)	1	교필	02	1		수3,4	R307-0	로버트	조교수	2	교양과정부	이론	30	경영학과
2018	2학기	대학	교양과정부	59950035803	00358	영어회화(2)	1	교필	03	1		수3,4	R304-0	채드	조교수	2	교양과정부	이론	30	경영학과
2018	2학기	대학	교양과정부	59950035804	00358	영어회화(2)	1	교필	04	1		금3,4	R111-0	티건	조교수	2	교양과정부	이론	20	관광경영학과
2018	2학기	대학	교양과정부	59950035805	00358	영어회화(2)	1	교필	05	1		금3,4	R201-0	코디	조교수	2	교양과정부	이론	25	관광경영학과
2018	2학기	대학	교양과정부	59950035806	00358	영어회화(2)	1	교필	06	1		화1,2	R111-0	티건	조교수	2	교양과정부	이론	20	무역통상학과
2018	2학기	대학	교양과정부	59950035807	00358	영어회화(2)	1	교필	07	1		화1,2	R304-0	채드	조교수	2	교양과정부	이론	20	무역통상학과
2018	2학기	대학	교양과정부	59950035808	00358	영어회화(2)	1	교필	08	1		화3,4	R307-0	로버트	조교수	2	교양과정부	이론	20	광고영상미디어학과
2018	2학기	대학	교양과정부	59950035809	00358	영어회화(2)	1	교필	09	1		화3,4	R306-0	알버트	조교수	2	교양과정부	이론	20	광고영상미디어학과
2018	2학기	대학	교양과정부	59950035810	00358	영어회화(2)	1	교필	10	1		화3,4	R201-0	코디	조교수	2	교양과정부	이론	20	광고영상미디어학과
2018	2학기	대학	교양과정부	59950035811	00358	영어회화(2)	1	교필	11	1		화1,2	R103-0	데이비드	조교수	2	교양과정부	이론	25	사회복지학과
2018	2학기	대학	교양과정부	59950035812	00358	영어회화(2)	1	교필	12	1		화1,2	R307-0	로버트	조교수	2	교양과정부	이론	25	사회복지학과
2018	2학기	대학	교양과정부	59950035813	00358	영어회화(2)	1	교필	13	1		화1,2	R308-0	안토니	조교수	2	교양과정부	이론	25	사회복지학과
2018	2학기	대학	교양과정부	59950035814	00358	영어회화(2)	1	교필	14	1		화6,7	R304-0	채드	조교수	2	교양과정부	이론	30	경찰행정학과
2018	2학기	대학	교양과정부	59950035815	00358	영어회화(2)	1	교필	15	1		화6,7	R111-0	티건	조교수	2	교양과정부	이론	20	경찰행정학과
2018	2학기	대학	교양과정부	59950035816	00358	영어회화(2)	1	교필	16	1		수3,4	R201-0	코디	조교수	2	교양과정부	이론	20	뷰티헬스학과
2018	2학기	대학	교양과정부	59950035817	00358	영어회화(2)	1	교필	17	1		수3,4	R111-0	티건	조교수	2	교양과정부	이론	20	뷰티헬스학과
2018	2학기	대학	교양과정부	59950035818	00358	영어회화(2)	1	교필	18	1		수1,2	R307-0	로버트	조교수	2	교양과정부	이론	33	기계자동차공학부
2018	2학기	대학	교양과정부	59950035819	00358	영어회화(2)	1	교필	19	1		수1,2	R304-0	채드	조교수	2	교양과정부	이론	33	기계자동차공학부
2018	2학기	대학	교양과정부	59950035820	00358	영어회화(2)	1	교필	20	1		목6,7	R306-0	알버트	조교수	2	교양과정부	이론	33	기계자동차공학부
2018	2학기	대학	교양과정부	59950035821	00358	영어회화(2)	1	교필	21	1		목6,7	R308-0	안토니	조교수	2	교양과정부	이론	33	기계자동차공학부
2018	2학기	대학	교양과정부	59950035822	00358	영어회화(2)	1	교필	22	1		목1,2	R103-0	데이비드	조교수	2	교양과정부	이론	32	건축학과
2018	2학기	대학	교양과정부	59950035823	00358	영어회화(2)	1	교필	23	1		목1,2	R201-0	코디	조교수	2	교양과정부	이론	32	건축학과
2018	2학기	대학	교양과정부	59950035824	00358	영어회화(2)	1	교필	24	1		화3,4	R304-0	채드	조교수	2	교양과정부	이론	20	토목공학과
2018	2학기	대학	교양과정부	59950035825	00358	영어회화(2)	1	교필	25	1		화3,4	R308-0	안토니	조교수	2	교양과정부	이론	20	토목공학과
2018	2학기	대학	교양과정부	59950035826	00358	영어회화(2)	1	교필	26	1		수2,3	R306-0	알버트	조교수	2	교양과정부	이론	20	신소재화학공학과
2018	2학기	대학	교양과정부	59950035827	00358	영어회화(2)	1	교필	27	1		수2,3	R308-0	안토니	조교수	2	교양과정부	이론	20	신소재화학공학과
2018	2학기	대학	교양과정부	59950035828	00358	영어회화(2)	1	교필	28	1		월5,6	R307-0	로버트	조교수	2	교양과정부	이론	30	메카트로닉스공학과
2018	2학기	대학	교양과정부	59950035829	00358	영어회화(2)	1	교필	29	1		금1,2	R304-0	채드	조교수	2	교양과정부	이론	25	전기전자공학과
2018	2학기	대학	교양과정부	59950035830	00358	영어회화(2)	1	교필	30	1		금1,2	R111-0	티건	조교수	2	교양과정부	이론	20	전기전자공학과
2018	2학기	대학	교양과정부	59950035831	00358	영어회화(2)	1	교필	31	1		금1,2	R201-0	코디	조교수	2	교양과정부	이론	25	전기전자공학과
2018	2학기	대학	교양과정부	59950035832	00358	영어회화(2)	1	교필	32	1		금3,4	R306-0	알버트	조교수	2	교양과정부	이론	30	정보통신소프트웨어학과
2018	2학기	대학	교양과정부	59950035833	00358	영어회화(2)	1	교필	33	1		금3,4	R103-0	데이비드	조교수	2	교양과정부	이론	30	정보통신소프트웨어학과
2018	2학기	대학	교양과정부	59950035834	00358	영어회화(2)	1	교필	34	1		목1,2	R304-0	채드	조교수	2	교양과정부	이론	20	컴퓨터공학과
2018	2학기	대학	교양과정부	59950035835	00358	영어회화(2)	1	교필	35	1		목1,2	R111-0	티건	조교수	2	교양과정부	이론	20	컴퓨터공학과
2018	2학기	대학	교양과정부	59950035836	00358	영어회화(2)	1	교필	36	1		수5,6	R308-0	안토니	조교수	2	교양과정부	이론	30	
2018	2학기	대학	교양과정부	59950035901	00359	영어회화(3)	2	교필	01	1	2	목3,4	R307-0	로버트	조교수	2	교양과정부	이론	25	기계자동차공학부
2018	2학기	대학	교양과정부	59950035902	00359	영어회화(3)	2	교필	02	1		목3,4	R304-0	채드	조교수	2	교양과정부	이론	25	기계자동차공학부
2018	2학기	대학	교양과정부	59950035903	00359	영어회화(3)	2	교필	03	1		수1,2	R201-0	코디	조교수	2	교양과정부	이론	25	기계자동차공학부
2018	2학기	대학	교양과정부	59950035904	00359	영어회화(3)	2	교필	04	1		수1,2	R312-0	티건	조교수	2	교양과정부	이론	25	기계자동차공학부
2018	2학기	대학	교양과정부	59950035905	00359	영어회화(3)	2	교필	05	1		목3,4	R312-0	티건	조교수	2	교양과정부	이론	20	건축학과
2018	2학기	대학	교양과정부	59950035906	00359	영어회화(3)	2	교필	06	1		목3,4	R103-0	데이비드	조교수	2	교양과정부	이론	20	건축학과
2018	2학기	대학	교양과정부	59950035907	00359	영어회화(3)	2	교필	07	1		목3,4	R201-0	코디	조교수	2	교양과정부	이론	20	건축학과
2018	2학기	대학	교양과정부	59950035908	00359	영어회화(3)	2	교필	08	1		화3,4	R103-0	데이비드	조교수	2	교양과정부	이론	25	토목공학과
2018	2학기	대학	교양과정부	59950035909	00359	영어회화(3)	2	교필	09	1		화3,4	R111-0	티건	조교수	2	교양과정부	이론	20	토목공학과
2018	2학기	대학	교양과정부	59950035910	00359	영어회화(3)	2	교필	10	1		수1,2	R103-0	데이비드	조교수	2	교양과정부	이론	30	신소재화학공학과
2018	2학기	대학	교양과정부	59950035911	00359	영어회화(3)	2	교필	11	1		금3,4	R304-0	채드	조교수	2	교양과정부	이론	35	메카트로닉스공학과
2018	2학기	대학	교양과정부	59950035912	00359	영어회화(3)	2	교필	12	1	1	금1,2	R103-0	데이비드	조교수	2	교양과정부	이론	20	전기전자공학과
2018	2학기	대학	교양과정부	59950035913	00359	영어회화(3)	2	교필	13	1		금1,2	R308-0	안토니	조교수	2	교양과정부	이론	20	전기전자공학과
2018	2학기	대학	교양과정부	59950035914	00359	영어회화(3)	2	교필	14	1	2	금1,2	R306-0	알버트	조교수	2	교양과정부	이론	20	전기전자공학과
2018	2학기	대학	교양과정부	59950035915	00359	영어회화(3)	2	교필	15	1	1	화1,2	R201-0	코디	조교수	2	교양과정부	이론	25	정보통신소프트웨어학과
2018	2학기	대학	교양과정부	59950035916	00359	영어회화(3)	2	교필	16	1	1	화1,2	R306-0	알버트	조교수	2	교양과정부	이론	25	정보통신소프트웨어학과
2018	2학기	대학	교양과정부	59950035917	00359	영어회화(3)	2	교필	17	1		월7,8	R307-0	로버트	조교수	2	교양과정부	이론	33	컴퓨터공학과
2018	2학기	대학	교양과정부	59950035918	00359	영어회화(3)	2	교필	18	1		수5,6	R306-0	알버트	조교수	2	교양과정부	이론	30	
2018	2학기	대학	교양과정부	59950039801	00398	인간과 환경	0	교선	01	3	36	월6,7,8	R209-0	김옥현	시간강사	3	교양과정부	이론	80	
2018	2학기	대학	교양과정부	59950041101	00411	일본어(1)	0	교선	01	3	30	화1,2,3	R503-0	요시다하지메	시간강사	3	교양과정부	이론	30	
2018	2학기	대학	교양과정부	59950049201	00492	중국어(1)	0	교선	01	3	17	화5,6,7	R102-0	조문수	시간강사	3	교양과정부	이론	30	
2018	2학기	대학	교양과정부	59950049401	00494	중급 일본어	0	교선	01	3	9	화5,6,7	R503-0	요시다하지메	시간강사	3	교양과정부	이론	30	
2018	2학기	대학	교양과정부	59950059201	00592	현대사회와 사회학	0	교선	01	3	4	월2,3,4	R209-0	김옥현	시간강사	3	교양과정부	이론	80	
2018	2학기	대학	교양과정부	59950118001	01180	대학영어(2)	1	교필	01	1		월5,6	R201-0	유정임	시간강사	2	교양과정부	이론	30	경영학과
2018	2학기	대학	교양과정부	59950118002	01180	대학영어(2)	1	교필	02	1		월5,6	R312-0	이제원	시간강사	2	교양과정부	이론	30	경영학과
2018	2학기	대학	교양과정부	59950118003	01180	대학영어(2)	1	교필	03	1		월5,6	R306-0	이양숙	시간강사	2	교양과정부	이론	30	경영학과
2018	2학기	대학	교양과정부	59950118004	01180	대학영어(2)	1	교필	04	1		금1,2	R310-0	박현숙	조교수	2	교양과정부	이론	25	관광경영학과
2018	2학기	대학	교양과정부	59950118005	01180	대학영어(2)	1	교필	05	1		금1,2	R407-0	조준희	시간강사	2	교양과정부	이론	25	관광경영학과
2018	2학기	대학	교양과정부	59950118006	01180	대학영어(2)	1	교필	06	1		목1,2	R102-0	이송이	시간강사	2	교양과정부	이론	40	무역통상학과
2018	2학기	대학	교양과정부	59950118007	01180	대학영어(2)	1	교필	07	1		수2,3	R311-0	이양숙	시간강사	2	교양과정부	이론	35	광고영상미디어학과
2018	2학기	대학	교양과정부	59950118008	01180	대학영어(2)	1	교필	08	1		수2,3	R309-0	김주란	시간강사	2	교양과정부	이론	35	광고영상미디어학과
2018	2학기	대학	교양과정부	59950118009	01180	대학영어(2)	1	교필	09	1		수5,6	R311-0	신소나	조교수	2	교양과정부	이론	35	사회복지학과
2018	2학기	대학	교양과정부	59950118010	01180	대학영어(2)	1	교필	10	1		수5,6	R304-0	조준희	시간강사	2	교양과정부	이론	35	사회복지학과
2018	2학기	대학	교양과정부	59950118011	01180	대학영어(2)	1	교필	11	1		목3,4	R311-0	신소나	조교수	2	교양과정부	이론	30	경찰행정학과
2018	2학기	대학	교양과정부	59950118012	01180	대학영어(2)	1	교필	12	1		목3,4	R102-0	이송이	시간강사	2	교양과정부	이론	30	경찰행정학과
2018	2학기	대학	교양과정부	59950118013	01180	대학영어(2)	1	교필	13	1		월5,6	R310-0	박현숙	조교수	2	교양과정부	이론	40	뷰티헬스학과
2018	2학기	대학	교양과정부	59950118014	01180	대학영어(2)	1	교필	14	1		수5,6	R307-0	김주란	시간강사	2	교양과정부	이론	35	기계자동차공학부
2018	2학기	대학	교양과정부	59950118015	01180	대학영어(2)	1	교필	15	1		수5,6	R310-0	이송이	시간강사	2	교양과정부	이론	35	기계자동차공학부
2018	2학기	대학	교양과정부	59950118016	01180	대학영어(2)	1	교필	16	1		수5,6	R309-0	윤미순	시간강사	2	교양과정부	이론	35	기계자동차공학부
2018	2학기	대학	교양과정부	59950118017	01180	대학영어(2)	1	교필	17	1		수5,6	R503-0	이제원	시간강사	2	교양과정부	이론	35	기계자동차공학부
2018	2학기	대학	교양과정부	59950118018	01180	대학영어(2)	1	교필	18	1		화5,6	R306-0	김주란	시간강사	2	교양과정부	이론	32	건축학과
2018	2학기	대학	교양과정부	59950118019	01180	대학영어(2)	1	교필	19	1		화5,6	R312-0	윤미순	시간강사	2	교양과정부	이론	32	건축학과
2018	2학기	대학	교양과정부	59950118020	01180	대학영어(2)	1	교필	20	1		수2,3	R310-0	유정임	시간강사	2	교양과정부	이론	40	토목공학과
2018	2학기	대학	교양과정부	59950118021	01180	대학영어(2)	1	교필	21	1		화2,3	R305-0	김주란	시간강사	2	교양과정부	이론	25	신소재화학공학과
2018	2학기	대학	교양과정부	59950118022	01180	대학영어(2)	1	교필	22	1		화2,3	R303-0	윤미순	시간강사	2	교양과정부	이론	25	신소재화학공학과
2018	2학기	대학	교양과정부	59950118023	01180	대학영어(2)	1	교필	23	1		금1,2	R307-0	조은아	시간강사	2	교양과정부	이론	30	메카트로닉스공학과
2018	2학기	대학	교양과정부	59950118024	01180	대학영어(2)	1	교필	24	1		금3,4	R407-0	조준희	시간강사	2	교양과정부	이론	40	전기전자공학과
2018	2학기	대학	교양과정부	59950118025	01180	대학영어(2)	1	교필	25	1		금3,4	R307-0	조은아	시간강사	2	교양과정부	이론	40	전기전자공학과
2018	2학기	대학	교양과정부	59950118026	01180	대학영어(2)	1	교필	26	1		수5,6	R102-0	유정임	시간강사	2	교양과정부	이론	25	정보통신소프트웨어학과
2018	2학기	대학	교양과정부	59950118027	01180	대학영어(2)	1	교필	27	1		수5,6	R303-0	조은아	시간강사	2	교양과정부	이론	25	정보통신소프트웨어학과
2018	2학기	대학	교양과정부	59950118028	01180	대학영어(2)	1	교필	28	1		월7,8	R306-0	이양숙	시간강사	2	교양과정부	이론	33	컴퓨터공학과
2018	2학기	대학	교양과정부	59950118029	01180	대학영어(2)	1	교필	29	1		수7,8	R311-0	신소나	조교수	2	교양과정부	이론	30	
2018	2학기	대학	교양과정부	59950164601	01646	음악여행	0	교선	01	3	72	화1,2,3	R313-0	손소희	시간강사	3	교양과정부	복합	80	
2018	2학기	대학	교양과정부	59950164602	01646	음악여행	0	교선	02	3	79	화4,5,6	R313-0	손소희	시간강사	3	교양과정부	복합	80	
2018	2학기	대학	교양과정부	59950165501	01655	기업경영기초	0	교선	01	3	7	금2,3,4	R102-0	서용윤	조교수	3	메카트로닉스공학과	이론	40	
2018	2학기	대학	교양과정부	59950165701	01657	중국의 사상과 문화	0	교선	01	3	13	월4,5,6	R503-0	신현승	시간강사	3	교양과정부	이론	80	
2018	2학기	대학	교양과정부	59950195701	01957	문화예술의 이해	0	교선	01	3	15	월1,2,3	S229-0	김종호	시간강사	3	교양과정부	이론	80	
2018	2학기	대학	교양과정부	59950205001	02050	창업가 정신	1	교선	01	2		목7,8	C705-0	이원근	조교수	2	기계자동차공학부	이론	50	관광경영학과
2018	2학기	대학	교양과정부	59950205002	02050	창업가 정신	1	교선	02	2		목7,8	R503-0	김충근	조교수	2	메카트로닉스공학과	이론	40	무역통상학과
